State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Andaman and Nicobar Island,SOUTH ANDAMANS,Cowpea(Lobia),2015,Rabi       ,131,566,4.32
Andaman and Nicobar Island,SOUTH ANDAMANS,Cowpea(Lobia),2016,Rabi       ,2,,0
Andaman and Nicobar Island,NICOBARS,Dry chillies,2007,Kharif     ,218.2,410,1.88
Andaman and Nicobar Island,NICOBARS,Dry chillies,2007,Rabi       ,145.12,274,1.88
Andaman and Nicobar Island,NICOBARS,Dry chillies,2008,Summer     ,382,559,1.46
Andaman and Nicobar Island,NICOBARS,Dry chillies,2009,Summer     ,393,574,1.46
Andaman and Nicobar Island,NICOBARS,Dry chillies,2002,Whole Year ,413,29,0.07
Andaman and Nicobar Island,NICOBARS,Dry chillies,2003,Whole Year ,60,102,1.7
Andaman and Nicobar Island,NICOBARS,Dry chillies,2004,Whole Year ,60,145,2.42
Andaman and Nicobar Island,NICOBARS,Dry chillies,2005,Whole Year ,17,,0
Andaman and Nicobar Island,NICOBARS,Dry chillies,2006,Whole Year ,3,9,3
Andaman and Nicobar Island,NICOBARS,Dry chillies,2010,Rabi       ,12,25,2.08
Andaman and Nicobar Island,NICOBARS,Dry chillies,2011,Rabi       ,12,16,1.33
Andaman and Nicobar Island,NICOBARS,Dry chillies,2012,Rabi       ,14,16,1.14
Andaman and Nicobar Island,NICOBARS,Dry chillies,2013,Rabi       ,5.7,6,0.98
Andaman and Nicobar Island,NICOBARS,Dry chillies,2014,Rabi       ,5.2,7,1.33
Andaman and Nicobar Island,NICOBARS,Dry chillies,2015,Rabi       ,4.7,2,0.43
Andaman and Nicobar Island,NICOBARS,Dry chillies,2016,Rabi       ,7.4,3,0.45
Andaman and Nicobar Island,NICOBARS,Dry chillies,2017,Rabi       ,7.2,3,0.48
Andaman and Nicobar Island,NICOBARS,Dry chillies,2018,Rabi       ,8,2,0.24
Andaman and Nicobar Island,NICOBARS,Dry chillies,2019,Rabi       ,11.85,15,1.3
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2006,Whole Year ,235.72,824,3.5
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2010,Rabi       ,254,402,1.58
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2011,Rabi       ,246,332,1.35
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2012,Rabi       ,251,379,1.51
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2013,Rabi       ,206.3,347,1.68
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2014,Rabi       ,181.9,644,3.54
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2015,Rabi       ,177.9,881,4.95
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2016,Rabi       ,101,631,6.24
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2017,Rabi       ,18.73,55,2.92
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2018,Rabi       ,182.05,655,3.6
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Dry chillies,2019,Rabi       ,35.89,94,2.61
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2002,Whole Year ,239,21,0.09
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2003,Whole Year ,340,578,1.7
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2004,Whole Year ,340,823,2.42
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2005,Whole Year ,370.7,878,2.37
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2006,Whole Year ,124.6,35,0.28
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2010,Rabi       ,128,148,1.16
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2011,Rabi       ,127,232,1.83
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2012,Rabi       ,132,211,1.59
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2013,Rabi       ,117.5,289,2.46
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2014,Rabi       ,123.5,323,2.62
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2015,Rabi       ,41,150,3.66
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2016,Rabi       ,40.07,840,20.96
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2017,Rabi       ,39.3,853,21.71
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2018,Rabi       ,15.5,124,8
Andaman and Nicobar Island,SOUTH ANDAMANS,Dry chillies,2019,Rabi       ,25.35,204,8.05
Andaman and Nicobar Island,NICOBARS,Ginger,2000,Whole Year ,36,100,2.78
Andaman and Nicobar Island,NICOBARS,Ginger,2001,Whole Year ,46,100,2.17
Andaman and Nicobar Island,NICOBARS,Ginger,2002,Whole Year ,47.3,133,2.81
Andaman and Nicobar Island,NICOBARS,Ginger,2003,Whole Year ,102,326,3.2
Andaman and Nicobar Island,NICOBARS,Ginger,2004,Whole Year ,118,366,3.1
Andaman and Nicobar Island,NICOBARS,Ginger,2006,Whole Year ,6,21,3.5
Andaman and Nicobar Island,NICOBARS,Ginger,2010,Rabi       ,7,10,1.38
Andaman and Nicobar Island,NICOBARS,Ginger,2011,Rabi       ,7,11,1.56
Andaman and Nicobar Island,NICOBARS,Ginger,2012,Rabi       ,7.5,44,5.92
Andaman and Nicobar Island,NICOBARS,Ginger,2013,Rabi       ,5.4,16,3.02
Andaman and Nicobar Island,NICOBARS,Ginger,2014,Rabi       ,3.5,11,3.09
Andaman and Nicobar Island,NICOBARS,Ginger,2015,Rabi       ,6.2,2,0.35
Andaman and Nicobar Island,NICOBARS,Ginger,2016,Rabi       ,0.21,1,5.76
Andaman and Nicobar Island,NICOBARS,Ginger,2017,Rabi       ,0.61,0,0.02
Andaman and Nicobar Island,NICOBARS,Ginger,2018,Rabi       ,0.62,1,1.69
Andaman and Nicobar Island,NICOBARS,Ginger,2019,Rabi       ,0.62,5,7.9
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2000,Whole Year ,352,1120,3.18
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2001,Whole Year ,344,1124,3.27
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2006,Whole Year ,98.66,929,9.42
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2010,Rabi       ,110,1012,9.2
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2011,Rabi       ,110.5,1045,9.45
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2012,Rabi       ,114.5,1037,9.05
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2013,Rabi       ,101,916,9.07
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2014,Rabi       ,101.3,1000,9.87
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2015,Rabi       ,100.8,1383,13.72
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2016,Rabi       ,106.5,1400,13.15
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2017,Rabi       ,95.83,1373,14.33
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2018,Rabi       ,92.29,245,2.66
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Ginger,2019,Rabi       ,90.58,276,3.04
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2002,Whole Year ,352,1145,3.25
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2003,Whole Year ,406,1299,3.2
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2004,Whole Year ,410,1462,3.57
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2005,Whole Year ,200,1800,9
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2006,Whole Year ,100.9,900,8.92
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2010,Rabi       ,94,829,8.81
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2011,Rabi       ,92.5,800,8.64
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2012,Rabi       ,93,829,8.91
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2013,Rabi       ,80.6,485,6.02
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2014,Rabi       ,45.7,410,8.96
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2015,Rabi       ,51.5,438,8.5
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2016,Rabi       ,63.07,462,7.33
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2017,Rabi       ,57.3,448,7.82
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2018,Rabi       ,33,391,11.85
Andaman and Nicobar Island,SOUTH ANDAMANS,Ginger,2019,Rabi       ,30.4,327,10.74
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2007,Rabi       ,32.5,28,0.87
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2008,Summer     ,30,16,0.53
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2009,Summer     ,13,16,1.23
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2010,Rabi       ,4.75,7,1.43
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2011,Rabi       ,8.1,12,1.44
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2012,Rabi       ,14.6,3,0.23
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2013,Rabi       ,0.5,1,1
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2014,Rabi       ,3.1,2,0.68
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2016,Rabi       ,0.5,1,1.5
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2018,Rabi       ,2,1,0.6
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Groundnut,2019,Rabi       ,3,2,0.57
Andaman and Nicobar Island,SOUTH ANDAMANS,Groundnut,2010,Rabi       ,15.5,8,0.49
Andaman and Nicobar Island,SOUTH ANDAMANS,Groundnut,2011,Rabi       ,12.2,4,0.35
Andaman and Nicobar Island,SOUTH ANDAMANS,Groundnut,2012,Rabi       ,15.4,24,1.53
Andaman and Nicobar Island,SOUTH ANDAMANS,Groundnut,2013,Rabi       ,1.2,1,0.75
Andaman and Nicobar Island,SOUTH ANDAMANS,Groundnut,2014,Rabi       ,1.4,1,0.64
Andaman and Nicobar Island,SOUTH ANDAMANS,Groundnut,2015,Rabi       ,1.2,1,0.5
Andaman and Nicobar Island,NICOBARS,Maize,2007,Rabi       ,230.81,879,3.81
Andaman and Nicobar Island,NICOBARS,Maize,2008,Summer     ,239,641,2.68
Andaman and Nicobar Island,NICOBARS,Maize,2009,Summer     ,163,405,2.48
Andaman and Nicobar Island,NICOBARS,Maize,2010,Rabi       ,3.84,18,4.74
Andaman and Nicobar Island,NICOBARS,Maize,2011,Rabi       ,4,3,0.68
Andaman and Nicobar Island,NICOBARS,Maize,2013,Rabi       ,9.7,5,0.53
Andaman and Nicobar Island,NICOBARS,Maize,2014,Rabi       ,0.6,6,9.17
Andaman and Nicobar Island,NICOBARS,Maize,2015,Rabi       ,0.5,1,1
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2010,Rabi       ,86.7,96,1.11
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2011,Rabi       ,91,137,1.5
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2012,Rabi       ,73.5,103,1.4
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2013,Rabi       ,75.4,176,2.34
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2014,Rabi       ,96.5,456,4.73
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2015,Rabi       ,65,240,3.69
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2016,Rabi       ,49.5,117,2.36
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2017,Rabi       ,30.62,18,0.57
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2018,Rabi       ,12.23,26,2.16
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Maize,2019,Rabi       ,15.37,44,2.87
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2010,Rabi       ,73,253,3.47
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2011,Rabi       ,67.5,201,2.98
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2012,Rabi       ,42,112,2.67
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2013,Rabi       ,45,112,2.48
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2014,Rabi       ,70,142,2.02
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2015,Rabi       ,55,112,2.03
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2016,Rabi       ,54,100,1.84
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2017,Rabi       ,13,20,1.54
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2018,Rabi       ,20.2,23,1.11
Andaman and Nicobar Island,SOUTH ANDAMANS,Maize,2019,Rabi       ,5.22,13,2.48
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2007,Rabi       ,740.93,450,0.61
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2008,Summer     ,813,422,0.52
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2009,Summer     ,1380,890,0.64
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2010,Rabi       ,1.5,1,0.73
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2014,Rabi       ,0.6,1,2
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2015,Rabi       ,0.6,1,2
Andaman and Nicobar Island,NICOBARS,Moong(Green Gram),2016,Rabi       ,1.6,1,0.4
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2010,Rabi       ,1168.6,557,0.48
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2011,Rabi       ,824.6,493,0.6
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2012,Rabi       ,563.6,268,0.47
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2013,Rabi       ,305.2,131,0.43
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2014,Rabi       ,898.5,448,0.5
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2015,Rabi       ,884.7,542,0.61
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2016,Rabi       ,759.1,221,0.29
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2017,Rabi       ,193.5,60,0.31
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2018,Rabi       ,99.8,21,0.21
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),2019,Rabi       ,359.6,215,0.6
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2010,Rabi       ,29.9,18,0.6
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2011,Rabi       ,25.8,13,0.52
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2012,Rabi       ,19.9,8,0.42
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2013,Rabi       ,14,8,0.54
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2014,Rabi       ,10.9,6,0.55
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2015,Rabi       ,7.2,2,0.32
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2016,Rabi       ,5.2,1,0.19
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2017,Rabi       ,0.5,0,0.6
Andaman and Nicobar Island,SOUTH ANDAMANS,Moong(Green Gram),2019,Rabi       ,3.92,2,0.53
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Oilseeds total,2011,Whole Year ,71.5,39,0.54
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Oilseeds total,2012,Whole Year ,93.4,28,0.3
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Oilseeds total,2013,Whole Year ,39.2,13,0.34
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Oilseeds total,2014,Whole Year ,34.4,14,0.4
Andaman and Nicobar Island,SOUTH ANDAMANS,Oilseeds total,2011,Whole Year ,20,8,0.4
Andaman and Nicobar Island,SOUTH ANDAMANS,Oilseeds total,2012,Whole Year ,15.4,24,1.53
Andaman and Nicobar Island,SOUTH ANDAMANS,Oilseeds total,2013,Whole Year ,1.2,1,0.77
Andaman and Nicobar Island,SOUTH ANDAMANS,Oilseeds total,2014,Whole Year ,1.6,1,0.75
Andaman and Nicobar Island,NICOBARS,Other Kharif pulses,2000,Kharif     ,2,1,0.5
Andaman and Nicobar Island,NICOBARS,Other Kharif pulses,2001,Kharif     ,2,1,0.5
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Other Kharif pulses,2000,Kharif     ,668,448,0.67
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Other Kharif pulses,2001,Kharif     ,418,199,0.48
Andaman and Nicobar Island,NICOBARS,other oilseeds,2003,Whole Year ,4.2,0,0.07
Andaman and Nicobar Island,NICOBARS,other oilseeds,2004,Whole Year ,1,0,0.11
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,other oilseeds,2000,Whole Year ,133,55,0.41
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,other oilseeds,2006,Whole Year ,35.62,21,0.6
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,other oilseeds,2017,Rabi       ,0.16,0,1.25
Andaman and Nicobar Island,SOUTH ANDAMANS,other oilseeds,2002,Whole Year ,85.1,40,0.47
Andaman and Nicobar Island,SOUTH ANDAMANS,other oilseeds,2003,Whole Year ,82.09,36,0.43
Andaman and Nicobar Island,SOUTH ANDAMANS,other oilseeds,2004,Whole Year ,89.3,46,0.52
Andaman and Nicobar Island,SOUTH ANDAMANS,other oilseeds,2005,Whole Year ,53.55,34,0.64
Andaman and Nicobar Island,SOUTH ANDAMANS,other oilseeds,2006,Whole Year ,24,15,0.62
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2007,Rabi       ,19,9,0.45
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2008,Summer     ,11,6,0.55
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2009,Summer     ,31,11,0.35
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2011,Rabi       ,20,5,0.26
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2012,Rabi       ,18.3,5,0.27
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2013,Rabi       ,9.2,7,0.71
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2014,Rabi       ,8.3,4,0.53
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2015,Rabi       ,4.5,1,0.16
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2016,Rabi       ,3.5,0,0.11
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2017,Rabi       ,0.11,0,2.36
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rapeseed &Mustard,2018,Rabi       ,0.3,1,4
Andaman and Nicobar Island,SOUTH ANDAMANS,Rapeseed &Mustard,2011,Rabi       ,1.3,0,0.23
Andaman and Nicobar Island,SOUTH ANDAMANS,Rapeseed &Mustard,2014,Rabi       ,0.2,0,1.5
Andaman and Nicobar Island,SOUTH ANDAMANS,Rapeseed &Mustard,2015,Rabi       ,0.8,1,0.88
Andaman and Nicobar Island,SOUTH ANDAMANS,Rapeseed &Mustard,2016,Rabi       ,1,1,0.76
Andaman and Nicobar Island,NICOBARS,Rice,2007,Kharif     ,7333.75,21864,2.98
Andaman and Nicobar Island,NICOBARS,Rice,2008,Autumn     ,7900,14730,1.86
Andaman and Nicobar Island,NICOBARS,Rice,2009,Autumn     ,8140,16600,2.04
Andaman and Nicobar Island,NICOBARS,Rice,2000,Kharif     ,102,321,3.15
Andaman and Nicobar Island,NICOBARS,Rice,2001,Kharif     ,83,300,3.61
Andaman and Nicobar Island,NICOBARS,Rice,2002,Kharif     ,189.2,511,2.7
Andaman and Nicobar Island,NICOBARS,Rice,2003,Kharif     ,52,90,1.73
Andaman and Nicobar Island,NICOBARS,Rice,2004,Kharif     ,52.94,73,1.37
Andaman and Nicobar Island,NICOBARS,Rice,2005,Kharif     ,2.09,12,5.77
Andaman and Nicobar Island,NICOBARS,Rice,2010,Autumn     ,3.5,10,2.86
Andaman and Nicobar Island,NICOBARS,Rice,2011,Autumn     ,1.5,3,1.67
Andaman and Nicobar Island,NICOBARS,Rice,2012,Autumn     ,0.35,0,1.14
Andaman and Nicobar Island,NICOBARS,Rice,2013,Autumn     ,2.65,6,2.38
Andaman and Nicobar Island,NICOBARS,Rice,2014,Autumn     ,4.6,11,2.35
Andaman and Nicobar Island,NICOBARS,Rice,2015,Autumn     ,5,11,2.24
Andaman and Nicobar Island,NICOBARS,Rice,2016,Autumn     ,6.67,10,1.43
Andaman and Nicobar Island,NICOBARS,Rice,2017,Autumn     ,1,1,0.53
Andaman and Nicobar Island,NICOBARS,Rice,2018,Autumn     ,4.1,6,1.47
Andaman and Nicobar Island,NICOBARS,Rice,2019,Autumn     ,3.1,4,1.39
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2000,Kharif     ,10779,31863,2.96
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2001,Kharif     ,9718,27033,2.78
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2006,Kharif     ,6854.3,18996,2.77
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2010,Autumn     ,6791,20118,2.96
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2011,Autumn     ,7314.05,14168,1.94
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2012,Autumn     ,7529.65,13943,1.85
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2013,Autumn     ,7685.25,15447,2.01
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2014,Autumn     ,6162.5,12644,2.05
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2015,Autumn     ,5878.9,13228,2.25
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2016,Autumn     ,4684.7,12082,2.58
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2017,Autumn     ,5099.8,10729,2.1
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2018,Autumn     ,5222.85,11056,2.12
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Rice,2019,Autumn     ,5630.47,17772,3.16
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2002,Kharif     ,10695.8,31601,2.95
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2003,Kharif     ,10509.37,30761,2.93
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2004,Kharif     ,10681.98,29120,2.73
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2005,Kharif     ,8683.38,25871,2.98
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2006,Kharif     ,921.87,2540,2.75
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2010,Autumn     ,1595.5,3788,2.37
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2011,Autumn     ,784.45,1813,2.31
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2012,Autumn     ,320,390,1.22
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2013,Autumn     ,317.3,792,2.5
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2014,Autumn     ,267.5,464,1.74
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2015,Autumn     ,216.1,439,2.03
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2016,Autumn     ,185.1,502,2.71
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2017,Autumn     ,239.75,500,2.09
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2018,Autumn     ,164.16,379,2.31
Andaman and Nicobar Island,SOUTH ANDAMANS,Rice,2019,Autumn     ,67.55,205,3.04
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2007,Rabi       ,32.6,32,0.98
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2008,Summer     ,49,30,0.61
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2009,Summer     ,64,40,0.63
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2011,Summer     ,43.5,22,0.5
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2012,Summer     ,60.5,20,0.33
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2013,Summer     ,29.5,6,0.21
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2014,Summer     ,23,7,0.32
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2015,Summer     ,35,7,0.19
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2016,Rabi       ,4,1,0.26
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2017,Rabi       ,0.23,0,1.17
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2018,Rabi       ,1.2,0,0.25
Andaman and Nicobar Island,NORTH AND MIDDLE ANDAMAN,Sesamum,2019,Rabi       ,0.5,0,0.6
Andaman and Nicobar Island,SOUTH ANDAMANS,Sesamum,2011,Summer     ,6.5,3,0.52
Andaman and Nicobar Island,NICOBARS,Sugarcane,2007,Kharif     ,106.5,2129,19.99
Andaman and Nicobar Island,NICOBARS,Sugarcane,2007,Rabi       ,70.93,1419,20.01
Andaman and Nicobar Island,NICOBARS,Sugarcane,2008,Autumn     ,117,2260,19.32
Andaman and Nicobar Island,NICOBARS,Sugarcane,2008,Summer     ,39,760,19.49
Andaman and Nicobar Island,NICOBARS,Sugarcane,2009,Autumn     ,113,1610,14.25
